,Title,Director,Cast,Genre,year
661,Kodandhari Ram a.k.a. Seeta Swayamwar,,"Sundarrao Nadkarni, Hansa, Jairam Desai, Wamanrao Kulkarni, Gangubai",Religious,1929
662,Kono Vank? a.k.a. Whose Fault?,Kanjibhai Rathod,"Keshav Narayan Kale, Gulab, Baburao Apte",Social,1929
663,Kovalan a.k.a. Fatal Anklet,"A. Naraynan, Raghupathy S. Prakash","Devaki, T. P. Rajalakshmi",Epic,1929
664,Krishna Kausalya a.k.a. Imitator,,,Devotional,1929
665,Kumud Kumari,"Nanubhai Vakil, R. N. Vaidya","R. N. Vaidya, Shanta Kumari, Putli Baba Vyas, Inamdar, Manilal, Dabir",Social,1929
666,Kusumlata a.k.a. Lily of the Valley,Dhirubhai Desai,"Master Bachu, Jayram Desai, Gangubai, P. N. Varne, Wamanrao Kulkarni, Durga Koregaonkar, R. Budhker",Costume,1929
667,Lanka Lakshmi,Homi Master,"Fatma Begum, Panna, Khalil, Noor Mohammed Charlie, Jamuna, Neelam",,1929
668,Law of Love a.k.a. Prem Pash,Dinkar Bidkar,"Lalita Pawar, Bhaurao Datar, Rajkumari, Madhav Kale, Himmat, Jadhavrao",,1929
669,Lutaru Lalna a.k.a. Dacoit's Damsel,Homi Master,"Noor Mohammed Charlie, Jamuna, Ibrahim, Heera, Fatma Jr.",Action,1929
670,Madhu Bansari,A. P. Kapoor,"Nandram, Zebunisa, Lobo, Joshi",Fantasy,1929
671,Maha Sundar,,"Fatma Begum, Zubeida, Sultana, Yakub, Shahzadi, Ata Mohamed, Jani Babu",Social,1929
672,Malati Madhav,Dadasaheb Phalke,"Krishna Kumbhar, Anasuya",,1929
673,Malavikagni Mitra,Dadasaheb Phalke,"Krishna Kumbhar, Shakuntala, Kishori Pathak",,1929
674,Mard Ki Zabaan a.k.a. His Old Debt,N. G. Kamatmurkar,"Sundarrao Nadkarni, Gangubai, Wamanao Kulkarni, V. S. Bapat",Social,1929
675,Maurya Patan a.k.a. Fall of the Mauryas,R. S. Choudhary,"Elizer, Zebunisa, Jilloobai, Madanrai Vakil, Putli",Historical,1929
676,Mayavi Nagari a.k.a. The Magic City,Dhirubhai Desai,"Mumtaz, Promoth Bose",Fantasy,1929
677,Midnight Girl a.k.a. Nisha Sundari,Moti B. Gidwani,"Kamala Devi, Bhagwat, Gulab, Sarojini, Shinde, Nimbalkar",Costume,1929
678,Milan Dinar a.k.a. Prem Ni Kasoti,Fatma Begum,"Fatma Begum, Yakub, Zubeida, Jani Babu, Shahzadi, Aziz",Costume Action,1929
679,Mirza Sahiban,B. P. Mishra (Bhagwati Mishra),"Zebunissa, Master Vithal, Ata Mohammed, Nandram, P. R. Joshi, Meher Banu",Legend Romance,1929
680,Miss Dolly,Harshadrai Mehta,"Rampyari, Noor Mohammed Charlie, Pingle, Bapurao Apte, Gangaram, Durga Koregaonkar, Haridas, Abhyankar",Social,1929
681,Mumbaino Mawali a.k.a. The Blackguard,Saqi,"Saqi, Sayani, Umar, Gulzar, Master Rehman, Mohanlala",Action,1929
682,Mumbaino Satodio a.k.a. Speculator a.k.a. Bombay's Gentleman,"N. G. Devare, Vaidya","R. N. Vaidya, Jamuna, Jijibhai, Mary, Thomas, Kumudini",Social,1929
683,Mysterious Prince a.k.a. Prince Thaksen,G.P. Pawar,"Lalita Pawar, Ghodke, Nandram, Amboo, Bhaurao Dattar, Jadhavrao Pahelwan",Legend,1929
684,Naseeb Ni Devi a.k.a. Goddess of Luck,Fatma Begum,"Begum Fatma, Sultana, Zubeida",Social,1929
685,Naseeb Ni Nakhara a.k.a. Shattered Hopes,Vithaldas Panchotia,"Vithaldas Panchotia, Zebunisa, Ata Mohammed, Nirasha, Lobo, Mehar Banu",Social,1929
686,Natun Janma a.k.a. New Birth,Dwarka Khosla,,,1929
687,Nishan Danka a.k.a. Flag Of Honour,Dhirubhai Desai,"Master Vithal, Zebunisa, Prabhashankar, Lobo, Ata Mohammed, Joshi, P. N. Varne",Action,1929
688,Pardesi Saiyan a.k.a. The Lovers,Nandlal Jaswantlal,"Fatma Begum, Khalil, Shantakumari, Kumudini, Aziz",Costume,1929
689,Parijatak a.k.a. The Flower of Heaven,N. D. Sarpotdar,"Lalita Pawar, Bhaurao Datar, Durga Koregaonkar, Meera, Jadhavrao",Fantasy,1929
690,Parivartan a.k.a. Revolution in Life,Prafulla Ghosh,"Rampyari, Haider Shah, Durga Koregaonkar, Baburao Apte",Social,1929
691,Pati Patni a.k.a. Husband Wife,Chandulal Shah,"Keshav Narayan Kale, Gohar, Mubarak, Raja Sandow, Baba Vyas",Social,1929
692,Pitru Prem a.k.a. A Father’s Love,Harilal M. Bhatt,"Gaby Hill, Miss Mani, Y. L. Chichulkar, Dave, Yusuf, Madanlal, S. P. Niphadkar",Social,1929
693,Prabhavati,G. V. Sane,,,1929
694,Prem Yatra a.k.a. Pilgrims of Love,"Ramakant Gharekhan, Vaidya","Shantakumari, R. N. Vaidya, Baba Vyas",Social,1929
695,Prithviraj Sanyogita,N. D. Sarpotdar,"Lalita Pawar, Bhaurao Datar, Durga Koregaonkar, Meera, Jadhavrao, Ghodke, C. R. Das",Historical Legend,1929
696,Punjab Kesari a.k.a. Lion of Punjab,Homi Master,"Raja Sandow, Bulbule, Panna, Fatma Jr., Bhopatkar",Action,1929
697,Punjab Mail,R. S. Choudhary,"Dinshaw Billimoria, Sulochna (Ruby Myers), Jal Merchant, P. Gidwani, Gohar Jr., Zaverbhai Kaiser, Tara",Action,1929
698,Punya Prabhav,Homi Master,"Fatma Begum, Tara Khalil, R. N. Vaidya, Jamuna",,1929
699,Pyari,Bimal Pal,"Ardhendu Bandyopadhyay, Kalipada Das, Chandravati Devi, Nilamani De",Social,1929
700,Radio Girl,Baren Roy,"Baren Roy, Pratibha, Miss Vedi",Social,1929
701,Rajani,Jyotish Bannerjee,"Manoranjan Bhattacharya, Tarakbala, Durgadas, Leelavati, Satyen Dey, Shashimukhi",Social,1929
702,Raj Dharma a.k.a. Prince of the People,Harilal M. Bhatt,"Shankar, Miss Mani",Costume,1929
703,Raj Hansa a.k.a. The Royal Swan,K. Rathod,"Rampyari, Haider Shah, Vishnu, Gulab, Ibrahim, Miss Sardar",Costume,1929
704,Rajput Sawar a.k.a. Rajput Cavalier,Ramakant Gharekhan,"Madhuri, Kapoor, Manorama, Master Mohan, Ramesh Niranjan, Mumtaz",Costume,1929
705,Rajputani a.k.a. Woman From Rajputana,Chandulal Shah,"Dinshaw Billimoria, Gohar, Baba Vyas, Baburao Sansare, Thatte",Costume,1929
706,Raj Ramani a.k.a. Vanishing Hopes,B. P. Mishra,"E. Billimoria, Ermeline, Mazhar Khan",Action,1929
707,Raj Sanyas,,"Gangubai, Sakhu, Wamanrao Kulkarni",Costume,1929
708,Ramdas,,,Devotional,1929
709,Rana Garjana a.k.a. What Price Loyalty?,Harshadrai Mehta,"Zebunisa, Nandram, Vithaldas Panchotia, Ata Mohammed",Costume Action,1929
710,Rank Nu Ratan a.k.a. The Saviour,A. P. Kapoor,"Prabha Shankar, Promoth Bose, Miss Mani, Master Vithal, Lobo",Social,1929
711,Reclamation a.k.a. Patitodhar,N. D. Sarpotdar,"V. Shantaram, Lalita Pawar, Amboo, Durgabai Koregaonkar, Jadhavrao",Action,1929
712,Red Signal a.k.a. Lal Vavto,K. P. Bhave,"E. Billimoria, Baburao Sansare, Mazhar Khan, Ermeline",Action,1929
713,Roaring Lion a.k.a. Sinh Ka Bachha Sinh,Homi Master,"Elizer, Heera, Jamuna, Bulbule, Ghanshyam Singh",Costume,1929
714,Rukmini Haran,Kanjibhai J. Rathod,"Gulab, Vishnu",Mythology,1929
715,Sant Meerabai a.k.a. Saint Mira,Dadasaheb Phalke,Shakuntala,Devotional,1929
716,Satta No Mad a.k.a. Wages of Virtue,Harshadrai Mehta,"Jani Babu, Navinchandra, Prabha Shankar, Ata Mohammed, Lobo",Social,1929
717,Shahi Chor a.k.a. Wonderful Prince,"Jani Babu, Fatma Begum","Fatma Begum, Shahzadi, Zubeida",Costume,1929
718,Shashikala a.k.a. Tit For Tat,B. P. Mishra (Bhagwati Mishra),"Jilloobai, Putli",Social,1929
719,Shiraz a.k.a. Das Grabmal Einer Groszen Liebe,Franz Osten,"Himanshu Rai, Charu Roy, Enakshi Rama Rau, Seeta Devi",Epic Historical romance,1929
720,Shiraz-Ud-Dowla,,"Zebunissa, Master Vithal, Jani Babu",Historical,1929
721,Shirin Khusru,R. S. Choudhary,"Jamshedji, Khansaheb, Mehboob Khan, Vakil, Gohar",Legend Romance,1929
722,Shri Balaji,G. V. Sane,"Raja Sandow, Lalita Pawar, Amboo, Bhaurao Datar, Das",Devotional,1929
723,Shri Kanyaka Parameshwari,Raghupathy S. Prakasa,,Devotional,1929
724,Sinhaldweep Ki Sundari a.k.a. Fairy of Sinhaldwip,Nanubhai Vakil,"Putli, Manilal, Bhagwat, Inamdar, Thatte",Fantasy,1929
725,Sneh Samadhi a.k.a. Martyrs of Love,"Ramakant Ranganath, Gharekhan","Manorama, Dhansukhlal Mehta, Dilp Raiji",Social,1929
726,Sorathi Shamsher a.k.a. Noblesse Oblige,"Indulal Yagnik, Dhirubhai Desai","Mohini, Ramesh Niranjan",Costume,1929
727,Stage Girl,R. S. Prakash,,Social,1929
728,Subhadra Haran,N. D. Sarpotdar,"Lalita Pawar, Amboo, Bhaurao Datar, Meera, Durga Koregaonkar",Mythology,1929
729,Sukumari a.k.a. Good Girl,Ambuj Prasanna Gupta,"Nawabzada Nasarullah, Syed Abdus Sobhan",Social,1929
730,Sword To Sword a.k.a. Talwar Ka Dhani,R. S. Choudhary,"Sulochana (Ruby Myers), Jal Merchant, Yusuf, Jilloobai, Rustomji",Costume,1929
731,Tal Bhairav,,,,1929
732,Talwar Ni Dhare,Maneklal Joshi,"Kale, Roshanara",Action,1929
733,Tawangar Ni Talwar,M. Udwadia,"Miss Janaki, Udwadia, Mumtaz",Action,1929
734,Tarun Tapaswini a.k.a. Young Ascetic,Prafulla Ghosh,"Gulab, Durga Koregaonkar, Abdul Pahelwan, Vishnu, Takle, Ibrahim",Social,1929
735,The Symbolesque,Ezra Mir,,,1929
736,Ulfat-e-Mohammed a.k.a. Loves of Prince Mohammed,"N. G. Devare, Nandlal Jaswantlal","Khalil, Jamuna, Noor Mohammed Charlie, Panna",Costume,1929
737,Vasvadatta a.k.a. Sona No Suraj,Nagendra Majumdar,"Putli, K. B. Athavale, Jani Babu, Salvi",,1929
738,Vasant Padmini,,,,1929
739,Vasantsena,Dadasaheb Phalke,"Shakuntala Jadhav, Jaikishen Nanda, Gotiram",,1929
740,Veer Baji,,,,1929
741,Veer Haq a.k.a. The Triumph,Anand Prasad Kapoor (A. P. Kapoor),"Bachhu, Tara, Ata Mohammed, Lobo, Promoth Bose",Historical,1929
742,Veer Garjana a.k.a. Reward Of Blind Passion,Nanubhai Desai,"Master Vithal, Kumudini, Prabhashankar",Costume,1929
743,Veer Pujan a.k.a. Hero Worship,Nanubhai Vakil,"Shanta Kumari, Inamdar, Dabir",Costume,1929
744,Warrior a.k.a. Rangilo Rajput,A. P. Kapoor,"Master Vithal, Zebunissa, Prabha Shankar, Lobo, Ata Mohammed",Costume,1929
745,Wedding Night a.k.a. Vasal Ki Raat,P. Y. Altekar,"P. Y. Altekar, Nayampally, Mazhar Khan, Muarak, Jilloobai",Social,1929
746,Zeheri Saap,,,,1929
747,A Prince Indeed a.k.a. Veer Bhushan,Keshavlal Joshi,"Laxmi, Bachchu, Suleman Master, Drupad Bhatt",Costume,1930
748,Ace Of Swords a.k.a. Talwar Ka Phani,Harshad Mehta,"Mumtaz, Ata Mohammed, Jani Babu, Nizam",Costume,1930
749,Alik Babu a.k.a. Master Liar,Dhiren Ganguly,"Dhiren Ganguly, Radha Rani, D. R. Das, Kalipada Das, Satya Sindhu",Social,1930
750,All For The Crown a.k.a. Khooni Taj,Pandurang Talegiri,"Wamanrao Kulkarni, Yasho Verma, Gangoobai, Jairam Desai",,1930
751,Amar Kirti,Prafulla Ghosh,"Rampyari, Vishnu, Abdul Pahelwan, Hydershah Abdul Pahelwan",,1930
752,An Ideal Woman a.k.a. Adarsh Ramani,V. K. Pattani,"Shankar, Miss Mani",,1930
753,Arunodaya a.k.a. The Rising Sun (Dawn),Bhagwati Mishra,"Master Vithal, Nirasha, Yakub, Boman Irani, Wamanrao, Syed Husen, Manekbai",Costume,1930
754,Avarice a.k.a. Aghor Lalsa,Harilal M. Bhatt,"Shankar, Miss Mani",,1930
755,Avenged a.k.a. Ver Vasul,M. Udwadia,"Shahzadi, Udwadia, Malka",Costume,1930
756,Bandit Of Baghdad a.k.a. Baghdad Nu Baharvatiyo,Narayan Deware,"J. K. Nanda, Elizer, Jamuna, Rajababu, Usha, Ganibabu","Action, Costume",1930
757,Beggar Meets Beggar a.k.a. Rajdoot,Haribhai Desai,"Zebunisa, Bachchu, Zhunzharrao Pawar, Abbasi, Baburao Gade",Costume,1930
758,Behram the Bandit a.k.a. Baharvatiyo Behram,Saqi,"Shahzadi, Saqi",Costume,1930
759,Beloved Rogue a.k.a. Albelo Sawar,Nagendra Majumdar,"E. Billimoria, Putli",Action,1930
760,Benevolent Bravery a.k.a. Shurana Sangram,Mohanlal Shah,"Gulab, Haridas, Vishnu, Durga, Gangaram Sardar",Action,1930
761,Bharat Ramani a.k.a. The Enchantress of India,Jyotish Bannerji,"Seeta Devi, Patience Cooper, Dadabhai Sarkari, Lalita Devi",Historical,1930
762,Bhimsen the Mighty,N. D. Sarpotdar,"Joraswamy Sandow, Lalita Pawar, Jadhavrao Bhaurao Datar, Durgabai Koregaonkar, Miss Umrao, P. N. Varne",Mythology,1930
763,Brand Of Fate a.k.a. Bhola Shikar,Ramakant-Gharekhan,"Sultana, Madanrai Vakil, Salvi",Social,1930
764,Champion Of The Sword,,,Action,1930
765,Chatur Sundari a.k.a. Clever Beauty (Wily Heroine),N. D. Sarpotdar,"Lalita Pawar, Amboo, Das, Baburao Datar, Joraswamy Sandow, Salvi, H. Dhodke, Jadhavrao",Action,1930
766,Cinema Girl,Bhagwati Prasad Mishra,"Ermeline, Prithviraj Kapoor, Mazhar Khan, Akbar Nawaz, Baby Devi",Social,1930
767,Daily Mail,Narayan Deware,"Khalil, Kumudini, Jamuna, Bhoparkar, Alavali, Thomas",Action Adventure,1930
768,Daughter Of Akhtar Nawaz Outlaw,N. G. Deware,"Jamuna, Ebrahim, Fatima, Gani Babu, Pawar",,1930
769,Devdasi,Naval Gandhi,"Zubeida, Raja Sandow, Lovji Lavingia, Nilkanth Swami",Social,1930
770,Devil Of The Cave a.k.a. Math No Sadhu,Kanjibhai J. Rathod,"Naresh Niranjan, Tara, Ghanshyam",,1930
771,Devotee a.k.a. Prem Diwani,A. P. Kapoor,"Balabhai, Promoth Bose, Bijlee, Devi Singh, Salu, Sankatha Prasad",Costume,1930
772,Dhoomketu,Sundar Rao Nadkarni,"Bachchu, Laxmi, Baburao Gade",Action,1930
773,Divine Dowry a.k.a. Dehna Dan (Mrignayani),Nanubhai Vakil,"Inamdar, Putli, Baba Vyas, Bhagwat, Manilal, Thatte",Costume,1930
774,Divine Sabre a.k.a. Daivi Khadag,G. P. Pawar,"Tarabai, Zhunzharro Pawar, Lakshmi, Jamu Patel, Ganpat Bhakre",Historical,1930
775,Dukhiyari a.k.a. Unhappy Woman,V. M. Vyas,"Pawar, Bhupatkar, Usha, Bulbule, Panna",Social,1930
776,Fall Of Pride a.k.a. Garva Khandan,M. Udwadia,"Zubeida, Udvadia, Talpade",Costume Action,1930
777,Fall Of Raigad a.k.a. Raktacha Sood (Lohini Vasulat),P. S. Talegiri,"Gangoobai, Jairam Desai, Sunder Rao Nadkarni, V. S. Bapat, Wamanrao Kulkarni, Baburao Gade, Dattopant Sohoni",Costume Historical,1930
778,Fatal Arrow a.k.a. Khooni Teer,A. P. Kapoor,"Nandram, Zebunisa, Sankatha Prasad, Promoth Bose, Joshi",Fantasy,1930
779,Father India a.k.a. Hamara Hindustan,R. S. Choudhary,"Sulochana (Ruby Myers), Jal Merchant, Mazhar Khan, Mehtab, Madanrai Vakil, Jilloobai, Jamshedji",Social,1930
780,Fight Up to Death,Nagendra Majumdar,"P. Jairaj, Madhuri, Bhaduri, Kale",Costume,1930
781,Fighting Chevalier,H. Desai,"Jena, Bhakre, Roshan, Patel",Action,1930
782,Flames Of Flesh a.k.a. Kamonar Agun,Dhiren Ganguly,"Debaki Bose, Dhiren Ganguly, Radharani and Sabita Devi",Historical,1930
783,Flogged Into Love a.k.a. Chabuk Ne Chamkare,Baburao,"Zebunisa, Bachchu, Baburao Gade, Zhunzharrao Pawar",Costume,1930
784,Gambler a.k.a. Jugal Jugari,Fram Sethna,"Jamuna, Baburao Apte, Miss Jones, Heera, Raja Babu",Social,1930
785,Ganesh Janma,Jal Ariah,"Patience Cooper, Indira Devi",Religious,1930
786,Glittering Sword a.k.a. Tati Talwar,Kanjibhai Rathod,"Gulab, Haidershah, Durga, Pahelwan, Vishnu, Wamanrao",Costume,1930
787,Glory Of India a.k.a. Noor-E-Watan,Jayant Desai,"Inamdar, Sultana, Manilal, Baba Vyas, Shanti, Thatte",Historical,1930
788,Goddess Of War a.k.a. Ranchandi,Homi Master,"Khalil, Jamna, Kumar, Panna, Thomas",Costume,1930
789,Gulnar,D. A. Dandekar,,,1930
790,Himmat-E-Mard a.k.a. Dare Devil,Prafulla Ghosh,"Rampyari, Haidershah, Abdul Pahelwan, Arab Sandow",Action,1930
791,Hamara Hindustan a.k.a. Father India,R. S. Choudhary,"Jal Merchant, Mazhar Khan, Mehtab, Ruby Myers, Madanrai Vakil, Jillobai, Jamshedji",Social,1930
792,Jai Vijay,N. D. Sarpotdar,"Durga Koregaonkar, P. N. Varne, Das, Meera",,1930
793,Jawan Mard a.k.a. Dashing Hero,Jayant Desai,"Baburao Sansare, Putli, Manilal",,1930
794,Kal Parinaya a.k.a. Fatal Marriage,P. N. Ganguly,"Seeta Devi, Patience Cooper, Dhiraj Bhattacharya, Naresh Mitra, Shanti Gupta, Sudhir Sanyal, Rajhans, Prakash Mani, Kartik Dey, Bhanu Bannerjee",Social,1930
795,Kamale Shamshir,Gharekhan,"W. M. Khan, Mehtab",Costume,1930
796,Lanka Dahan a.k.a. The Burning of Lanka,R. Prakasa,"Devaki, M. V. Raju, T. S. Mani",Mythology,1930
797,Khooni Khanjar a.k.a. Fighting Blade,"V. Shantaram, Keshavrao Dhaiber","G.R. Mane, Sakribai, Ganpat Shinde, Bhosle, Vasant, Jai, Vijaya",Costume Action,1930
798,Kindred Of The Dust a.k.a. Soneri Khanjar,Harshadrai Mehta,"Navinchandra, Prabhashankar, Dorothy, Kamla, Lobo, Ata Mohammed, Datar, Vasant Mengle, Fazlu",Action,1930
799,Laughing Chevalier,Harshadrai Mehta,"Navinchandra, Prabhashankar, Mumtaz",Action Costume,1930
800,Lekh Par Mekh a.k.a. Destiny Defied,Homi Master,"Noor Mohammed, Heera, Thomas, Panna, Ganibabu",,1930
801,Lions Claw a.k.a. Sinh No Panja,Pesi Karani,"Zubeida, Nandram, Zebu, Asooji, Balabhai, Pramoth Bose",Action,1930
802,Love Angle,Jayant Desai,"Zubeida, Inamdar.",Social,1930
803,Magic Flame a.k.a. Madhbhar Mohini,Nanubhai Vakil,"Putli, Baburao Sansare",Fantasy,1930
804,My Darling a.k.a. Diwani Dilbar,Chandulal Shah,"Dinshaw Bilimoria, Gohar Mamajiwala, Baburao Sansare, Baba Vyas, Thatte",Costume,1930
805,Orphan Daughter a.k.a. Anathai Penn,Raja Sandow,"Raja Sandow, Leela, Hiroji",,1930
806,Outlaw Of Sorath a.k.a. Sora Thi Baharvatiyo,Nanubhai Vakil,"Inamdar, Putli, Bhagwat, Manilal",Legend,1930
807,Pahadi Kanya a.k.a. Wild Flower,Nandlal Jaswantlal,"Dinshaw Bilimoria, Gohar, Kamla, Baba Vyas, Thatte",,1930
808,Parchasar,Debaki Bose,"Dhirendranath Gangopadhyay, Radharani Nehru, Prem Kumari",Mythology,1930
809,Patal Padmini a.k.a. Beauty From Hell,Harshadrai Mehta,"Zebunisa, Nandram, Janibabu, Joshi",Fantasy,1930
810,Patan Ni Paniari a.k.a. Damsel of Hell,Homi Master,"Bhupatkar, Iqbal, Panna, Ratanshah Sinor",,1930
811,Patriot a.k.a. Desh Deepak,Nanubhai Vakil,"Putli, Inamdar, Manilal, Damyanti, thatte, Bhagwat",Costume,1930
812,Prithviraj Samyukta,N. D. Sarpotdar,"Amboo, Balasaheb, Bhagirathi, H. Dhodke",Historical Drama,1930
813,Raj Kumari a.k.a. The Princess,Ramakant-Gharekhan,"Mumtaz, Ata Mohammed, Navinchandra, Mangle",Costume,1930
814,Raj Laxmi,Chandulal Shah,"Gohar, Raja Sandow, Ghanashyam, Putli, Baba Vyas",Costume,1930
815,Raj Mukut a.k.a. Royal Crown,Behram Vasania,"Tara, Ratanshah",Costume,1930
816,Ram Rahim,K. P. Bhave,"E. Billimoria, Gohar, W. M. Khan, Mazhar Khan, Jagtap",Social,1930
817,Ranak Devi,"Dhaiber, Nanubhai Vakil","Ishwarlal, Kamla, Baburao Sansare, Bhagwat, Bajar Battoo, Dhaiber, Manilal",Historical,1930
818,Rani Saheba a.k.a. Her Highness/Bazarbattu,"Chunilal Parekh, V. Shantaram","V. Shantaram, Keshavrao Dhaiber, Baburao Pendharkar, Anant Apte",Children,1930
819,Radhe Shyam,Madhusudan Samarth,"Laxmi, Bachu, Kamala, K. Rangarao",Mythology,1930
820,Revenge a.k.a. Intaqam,K. P. Bhave,"E. Billimoria, Sultana, Mazhar Khan, W. M. Khan, Baburao Sansare, Madanrai Vakil",Action,1930
821,Rogue Of Rajasthan a.k.a. Mewad No Mawali,Madanrai Vakil,"E. Billimoria, Nirasha, Mehboob Khan",Action Historical,1930
822,Romances Of Radha a.k.a. Rasili Radha,Nanubhai Vakil,"D. Billimoria, Ishwarlal, Shanta Kumari, Thatte",Social,1930
823,Rose Of Komalner a.k.a. Komalner Ni Kusum,Dhirubhai Desai,"Jani Babu, Prabha Shankar, Lobo",Action,1930
824,Royal Rivals a.k.a. Nai Roshni,Bhagwati Mishra,"Ermeline, Jal Merchant, Yakub, Rajkumari",Costume,1930
825,Royal Savage a.k.a. Kalika No Kop (1),"Haribhai Desai, Sundarrao Nadkarni","Roshan, Laxmi, Miss Jena, Zhunzharrao Pawar, Baby Gabroo, Ganpat Bakre, Baburao Gade",Costume,1930
826,Sparkling Youth a.k.a. Jagmagti Jawani,Nagendra Majumdar,"P. Jairaj, Roshanara, Madhav Kale, Dixit",,1930
827,Safdar Jung,Abdul Rashid Kardar,"Gulzar Bai, Hiralal, Mumtaz, Baby Ila",Costume,1930
828,Sarfarosh a.k.a. Bravehearts,Abdul Rashid Kardar,"Gul Hamid, Nazir, Ghulam Qadir, Miss Gulzar, Rafiq Ghaznavi, Hiralal, Mumtaz",Action,1930
829,Secrets of the Night a.k.a. Raat Ki Baat,K. P. Bhave,"Sulochana (Ruby Myers), Jal Merchant, Elizer, Salvi",Social,1930
830,She Wolf a.k.a. Meetha Zaher,A. P. Kapoor,"Nandram, Heera, Pramoth Bose, Miss Salu",Costume,1930
831,Sheikh Chilli a.k.a. Castles in the Air,Nanubhai Vakil,"Ishwarlal, Shanta Kumari, Inamdar",Costume,1930
832,Shepherd a.k.a. Farebi Shahzada,Abdul Rashid Kardar,"Miss Gulzar, M. Ismail, Hiralal",Costume,1930
833,Shrikanta,S. K. Bhaduri,Shanta Kumari,Social,1930
834,Sindbad the Sailor,R. G. Torney,"Mazhar Khan, Elizer, Jamshedji, Trikamlal, Khansaheb, Sushila, Wagle, Sakhu",Fantasy,1930
835,Son of a Shepherd a.k.a. Bhagyawan Bharwad,Hiralal Doctor,"Shakuntala, Jal Merchant, Chhudekar",,1930
836,Song of Life,G. P. Pawar,"Lalita Pawar, Gubbi Veerana, Amboo",,1930
837,The Arabian Knight a.k.a. Sher-E-Arab,Bhagwati Mishra,"Prithviraj Kapoor, Dewan Sharan, Indira Devi, Jagdish Sethi",Fantasy,1930
838,the Bomb a.k.a. Vasant Bengali/Bengali Bomb,Pesi Karani,"Ermeline, Jal Merchant, Jilloobai, Zaverbhai",Action,1930
839,The Comet a.k.a. Dhumketu,Sunderrao Nadkarni,"Sultana, Bachu, Laxmi, Gade",Action,1930
840,The Conqueror a.k.a. Veer Na Ver,Moti B. Gidwani,Master Vithal Gohar,Action,1930
841,The Curse a.k.a. Garib ni Hai,Asooji,"Asooji, Joshi, Miss Salu, Sarla",Costume,1930
842,The Tigress a.k.a. Vifreli Waghan,Nanubhai Vakil,"Ishwarlal, Putli, Bhagwat, Manila",Costume,1930
843,The Tyrant,Harshadbhai Desai,"Laxmi, Bachchu, Ganpat Bakre, Sharda",Costume,1930
844,The Valiant a.k.a. Mard Ka Bachcha,Prafulla Ghosh,"Haidar Shah, Rampyari, Abdul Pahelwan",Social,1930
845,The Web a.k.a. Dev Pech,Moti B. Gidwani,"Master Vithal, Gohar Yakub, Godrej",,1930
846,Triumph of Love a.k.a. Rasili Rani,Nagendra Majumdar,"Madhuri, P. Jairaj, Mohan",Costume,1930
847,Udaykal a.k.a. Thunder of the Hills,"V. Shantaram, Keshavrao Dhaiber","V. Shantaram, Kamala Devi, Baburao Pendharkar, Bazar Battoo, G. R. Mane, Ebrahim, Keshavrao Dhaiber",Historical,1930
848,Valiant Princess,Kanjibhai J. Rathod,"Gulab, Baburao Apte, Noor Mohammed Charlie, Pawar, Ghanshyam,",Costume,1930
849,Valli Kalyanam a.k.a. Subramanium,G. V. Sane,"Sundarrao Nadkarni, Wamanrao Kulkarni, Gangu",,1930
850,Veer Rajput,Naval Gandhi,"Zubeida, Jal Khambata, Lovji Lavangia, Rupmati",Costume,1930
851,Vijay Kumar,H. M. Reddy,"Prithviraj Kapoor, Ermeline, Mazhar Khan, Jamshedji, Khansaheb, Jilloobai",Historical,1930
852,Vijeta a.k.a. Victor,Gunjal,"Boman Shroff, Jayshree Janki, Sayani Atish, Dwarki",Costume,1930
853,Wages Of Virtue a.k.a. Satto Na Mad,Harshadrai Mehta,"Jani Babu, Navinchandra, Prabha Shankar, Lobo, Ata Mohammed",Social,1930
854,Whose Fault a.k.a. Kono Vank,Kanjibhai J. Rathod,"Keshav Narayan Kale, Gulab, Bapurao Apte",,1930
855,Wronged Wife a.k.a. Rajput Ramani,Pesi Karani,"Nandram, Zebu, Asooji, Joshi, Rajkumari, Kashar Butt",,1930
856,Yasmina,Prafulla Ghosh,"Rampyari, Abdel Pahelwan, Hydershah, Arab Sandow",Costume,1930
857,Aatishe Ishq,Dhirubhai Desai,"Prabhashankar, Chandrarao Kadam, Mumtaz, Hamid, P. R. Joshi, Budhikar",,1931
858,Abhishek a.k.a. The Anointment,Prafulla Roy,"Uma Sashi, Jiban Ganguly, Bhaskar Paul, Veena, Chani Dutta, Bela Rani, Purnima Shome",,1931
859,Abul Hasan,Prafulla Ghosh,"Khatoon, Master Bachchu, Hadi, Shahzadi",,1931
860,Afghan Abla,Narayan Deware,"Begum Fatma, Ebrahim, Jamuna, Raja Babu, Usha, Ganibabu",,1931
861,Alam Ara,Ardeshir Irani,"Master Vithal, Zubeida, Prithviraj, Sushila, Jagdish Sethi, Wazir Mohammed Khan, Elizer, Sakhu, Miss Jilloo, L. V. Prasad",Costume,1931
862,Albeli Mumbai,Nanubhai Vakil,"E. Billimoria, Shanta Kumari, Ghory",,1931
863,Alladin and the Wonderful Lamp,Jal Ariah,"Patience Cooper, Miss Sylvia, Ratansha Sinore",Fantasy,1931
864,Amir Khan,Ganpat Shinde,"Anasuya, Kishori Pathak, Sakharam Jadhav, Mathura",,1931
