director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Narottam Vyas,Radharani, Firoz Dastur, Badri Prasad,Action,sunehra baal,Radharani  Firoz Dastur  Badri Prasad Narottam Vyas Action
Sohrab Modi,Naseem Banu, Prem Adib, Sohrab Modi,Social Family Drama,talaq a.k.a. divorce,Naseem Banu  Prem Adib  Sohrab Modi Sohrab Modi Social Family Drama
Roop K. Shorey,Majnu, Shama Devi, Jeevan,Action,tarzan ki beti,Majnu  Shama Devi  Jeevan Roop K. Shorey Action
Sarvottam Badami,Motilal, Sabita Devi, Yakub,Social,teen sau din ke baad a.k.a. three hundred days and after,Motilal  Sabita Devi  Yakub Sarvottam Badami Social
Chunilal Parekh,Jal Merchant, Rajkumari, Agha,Action,toofan express,Jal Merchant  Rajkumari  Agha Chunilal Parekh Action
Aspi Irani,Yashwant Dave, Husn Banu, Ghulam Rasool,Costume,vasant bengali,Yashwant Dave  Husn Banu  Ghulam Rasool Aspi Irani Costume
K. M. Multani,Naseem Banu, Navin Yagnik, Shanta Dutt,Social,vasanti,Naseem Banu  Navin Yagnik  Shanta Dutt K. M. Multani Social
Abdul Rehman Kabuli,Indurani, Pushparani, A. R. Kabuli,Devotional,veer bala,Indurani  Pushparani  A. R. Kabuli Abdul Rehman Kabuli Devotional
Baburao Apte,Benjamin, Leela Chitnis, Putlibai,Action,vijay danka,Benjamin  Leela Chitnis  Putlibai Baburao Apte Action
M. D. Bhavnani,Enakshi Rama Rau, NayampallyI, David,Action,yangrilla,Enakshi Rama Rau  NayampallyI  David M. D. Bhavnani Action
Sarvottam Badami,Motilal, Khursheed, Sabita Devi,Social,aap ki marzi,Motilal  Khursheed  Sabita Devi Sarvottam Badami Social
G. R. Sethi,Usha Rani, Ashiq Hussain, Padma Devi,Social,actress kyon bani,Usha Rani  Ashiq Hussain  Padma Devi G. R. Sethi Social
Chaturbhuj Doshi,Rose, Prithviraj Kapoor, Durga Khote,Drama,adhuri kahani,Rose  Prithviraj Kapoor  Durga Khote Chaturbhuj Doshi Drama
Nanubhai Vakil,Sarojini, Ganpat, Shankar,Action Adventure Fantasy,alladin ka beta,Sarojini  Ganpat  Shankar Nanubhai Vakil Action Adventure Fantasy
K. Amarnath,Yasmin, Nazir, Rajkumari,Action,bahadur ramesh,Yasmin  Nazir  Rajkumari K. Amarnath Action
Chunilal Parekh,Urmila, Yashwant Dave, Indurani,Action,bhedi kumar,Urmila  Yashwant Dave  Indurani Chunilal Parekh Action
Master Vinayak,Meenakshi, Master Vinayak, Damuanna Malvankar,Social,brandy ki botal,Meenakshi  Master Vinayak  Damuanna Malvankar Master Vinayak Social
K. Amarnath,Ashiq Hussain, Indurani, S. Nazir,Action,chashmawali,Ashiq Hussain  Indurani  S. Nazir K. Amarnath Action
B. S. Rajhans,Leela Chitnis, P. Jairaj, Rajhans,Social,chhotisi duniya,Leela Chitnis  P. Jairaj  Rajhans B. S. Rajhans Social
Nandlal Jaswantal,Surendra, Harish, Jyoti,Drama,comrades,Surendra  Harish  Jyoti Nandlal Jaswantal Drama
V. M. Vyas,Khursheed, Ashiq Hussain, Radha Devi,Social,daughters of india,Khursheed  Ashiq Hussain  Radha Devi V. M. Vyas Social
O. P. Khanna,Amarnath, Lillian, Kamran,Action,dekha jayega,Amarnath  Lillian  Kamran O. P. Khanna Action
Kidar Sharma,Ramola, Amarnath, Prem Kumari,Social,dil hi to hai,Ramola  Amarnath  Prem Kumari Kidar Sharma Social
Franz Osten,Devika Rani, Hansa Wadkar, Balwant Singh,Drama,durga,Devika Rani  Hansa Wadkar  Balwant Singh Franz Osten Drama
Aspi Irani,Khursheed, Yashwant Dave, Husn Banu,Action,flying rani,Khursheed  Yashwant Dave  Husn Banu Aspi Irani Action
V. M. Vyas,Kokila, Navinchandra, Ghulam Mohammed,Action,garib ka lal,Kokila  Navinchandra  Ghulam Mohammed V. M. Vyas Action
L. A. Hafizji,Mazhar Khan, Rattan Bai, Lalita Devi,Historical Drama,ghazi salahuddin,Mazhar Khan  Rattan Bai  Lalita Devi L. A. Hafizji Historical Drama
Shanti Dave,Umakant Pramila, Shyam Sunder, Anant Marathe Lallubhai,Action,hukum ka ekka,Umakant Pramila  Shyam Sunder  Anant Marathe Lallubhai Shanti Dave Action
G. R. Sethi,Anil Kumar, Shamim Akhtar, Noor Jehan,Action,imandar,Anil Kumar  Shamim Akhtar  Noor Jehan G. R. Sethi Action
Safdar Mirza,Shahjehan, Gulzar, Sunder,Action,imperial mail,Shahjehan  Gulzar  Sunder Safdar Mirza Action
Hiren Bose,Urmila, Nandrekar, S. N. Bannerjee,Action,india in africa a.k.a. africa mein hind,Urmila  Nandrekar  S. N. Bannerjee Hiren Bose Action
Hemchandra Chunder,Kanan Devi, Najmul Hussain, Jagdish Sethi,Social,jawani ki reet,Kanan Devi  Najmul Hussain  Jagdish Sethi Hemchandra Chunder Social
Daud,Nazir, Pushparani, Bipin Gupta,Action,josh-e-islam,Nazir  Pushparani  Bipin Gupta Daud Action
S.M.Yusuf,Benjamin, Radharani, Harishchandra,Action,kahan hai manzil teri,Benjamin  Radharani  Harishchandra S.M.Yusuf Action
A. M. Khan,Akbar Nawaz, Daya Devi, Chandrakant,Action,kala jigar,Akbar Nawaz  Daya Devi  Chandrakant A. M. Khan Action
"Nitin Bose, Phani Majumdar",Sailen Choudhury, Leela Desai, Najmul Hussain,Social Romantic Drama,kapala kundla,"Sailen Choudhury  Leela Desai  Najmul Hussain Nitin Bose, Phani Majumdar Social Romantic Drama"
C. Luhar,Shobhana Samarth, Khursheed, Padma Devi,Social,kaun kisi ka,Shobhana Samarth  Khursheed  Padma Devi C. Luhar Social
Roop K. Shorey,M. Esmail, Hiralal, Usharani,Action Costume,khooni jadugar,M. Esmail  Hiralal  Usharani Roop K. Shorey Action Costume
Sarvottam Badami,Surendra, Sabita Devi, Bibbo,Drama TV Movie,ladies only,Surendra  Sabita Devi  Bibbo Sarvottam Badami Drama TV Movie
Vijay Bhatt,P. Jairaj, Mehtab, Putlibai,Action,leatherface a.k.a. farzande watan,P. Jairaj  Mehtab  Putlibai Vijay Bhatt Action
Saqi,P. Jairaj, Khursheed, Moti,Action,marad a.k.a. murad,P. Jairaj  Khursheed  Moti Saqi Action
P. Y. Altekar,Minakshi, Vimla Sardesai, Damuanna Malvankar,Drama Romance,mera haq,Minakshi  Vimla Sardesai  Damuanna Malvankar P. Y. Altekar Drama Romance
Inamdar,Nirmala Devi, Ayesha Banu, Inamdar,Actiom,mera watan,Nirmala Devi  Ayesha Banu  Inamdar Inamdar Actiom
Dwarka Khosla,Trilok Kapoor, Khursheed, Sitara Devi,Social,meri ankhen,Trilok Kapoor  Khursheed  Sitara Devi Dwarka Khosla Social
K. Amarnath,Yasmin, Nazir, Shiraz,Crime Drama,midnight mail,Yasmin  Nazir  Shiraz K. Amarnath Crime Drama
Manibhai Vyas,Kumar, Sitara Devi, Charlie,Social,nadi kinare,Kumar  Sitara Devi  Charlie Manibhai Vyas Social
Franz Osten,Hansa Wadkar, Rama Shukul, V.H. Desai,Social,navjivan,Hansa Wadkar  Rama Shukul  V.H. Desai Franz Osten Social
Gunjal,Shobhana Samarth, Yakub, Sitara Devi,Comedy Romance,pati patni,Shobhana Samarth  Yakub  Sitara Devi Gunjal Comedy Romance
Dhirubhai Desai,Ashiq Hussain, Anil Kumar, Ansuya,Action,payam-e-haq,Ashiq Hussain  Anil Kumar  Ansuya Dhirubhai Desai Action
Gunjal,Dinshaw Billimoria, Sulochana, Jal Merchant,Social,prem ki jyot,Dinshaw Billimoria  Sulochana  Jal Merchant Gunjal Social
Narottam Vyas,Paresh Banerji, Kokila, Indubala,Social,prem sagar,Paresh Banerji  Kokila  Indubala Narottam Vyas Social
A. H. Essa,Jal Merchant, Vatsala Kumtekar, Maruti Rao,Action,pucce badmash a.k.a. secret five,Jal Merchant  Vatsala Kumtekar  Maruti Rao A. H. Essa Action
A. M. Khan,Chandrakant, Kanta Kumari, Ameena,Action,ran sangram,Chandrakant  Kanta Kumari  Ameena A. M. Khan Action
A. M. Khan,Ramola, Chandrakant Desai, Shahzadi,Action,ratna lutari,Ramola  Chandrakant Desai  Shahzadi A. M. Khan Action
Bhola Addi,Pratima Das Gupta, Nimbalkar, Ansari,Devotional,rukmini,Pratima Das Gupta  Nimbalkar  Ansari Bhola Addi Devotional
S. A. Choudhary,Motilal, Rose, Shakir,Social,sach hai,Motilal  Rose  Shakir S. A. Choudhary Social
Virendra Desai and Mahendra Thakore,Prem Adib, Shobhana Samarth, Kaushalya,Documentary,sadhana,Prem Adib  Shobhana Samarth  Kaushalya Virendra Desai and Mahendra Thakore Documentary
M. D. Shah,Madhavrao, Lekhraj, Kumari Mukta,Action Suspense,sadhu ya shaitan,Madhavrao  Lekhraj  Kumari Mukta M. D. Shah Action Suspense
"H. Mehta, Nanubhai Vakil",Sarojini, Navinchandra, Noor Jehan,Social,sansar naiya,"Sarojini  Navinchandra  Noor Jehan H. Mehta, Nanubhai Vakil Social"
Bapurao Apte,Noor Jehan, Manohar, Madhav Kale,Social,sansar sagar,Noor Jehan  Manohar  Madhav Kale Bapurao Apte Social
Jayant Desai,Vishnupant Pagnis, Leela Chitnis, Vasanti,Biopic Devotional,sant tulsidas,Vishnupant Pagnis  Leela Chitnis  Vasanti Jayant Desai Biopic Devotional
C. M. Luhar,Surendra, Bibbo, Yakub,Social Comedy Suspense,service ltd.,Surendra  Bibbo  Yakub C. M. Luhar Social Comedy Suspense
Nanubhai Vakil,Sarojini, Shankar Vazare, Ranibala,Animation Adventure,son of alladin,Sarojini  Shankar Vazare  Ranibala Nanubhai Vakil Animation Adventure
Kikubhai Desai,Navinchandra, Moti, Sardar Mansur,Action,sunheri toli,Navinchandra  Moti  Sardar Mansur Kikubhai Desai Action
Mohan Sinha,Sushil Kimar, Veena, Jeevan,Social,swastik,Sushil Kimar  Veena  Jeevan Mohan Sinha Social
V. Panchotia,Husn Banu, Wasti, V. Panchotia,Action,taqdeer ki tope,Husn Banu  Wasti  V. Panchotia V. Panchotia Action
A. H. Essa,E. Billimoria, Mehar Sultana, Ramola,Action Comedy Adventure War,thunder,E. Billimoria  Mehar Sultana  Ramola A. H. Essa Action Comedy Adventure War
Ranjit Sen,Chhaya Devi, Ramola, Kamran,Social,tumhari jeet a.k.a. the rise,Chhaya Devi  Ramola  Kamran Ranjit Sen Social
Yakub,Maya, Yakub, Surish,Social,uski tamanna a.k.a. her last desire,Maya  Yakub  Surish Yakub Social
M. Udwadia,Navinchandra, Mohini, Gope,Social,watan ke liye,Navinchandra  Mohini  Gope M. Udwadia Social
M. Bhavnani,Navin Yagnik, Bimla Kumari, Sunita Devi,Action Adventure,zambo ka beta,Navin Yagnik  Bimla Kumari  Sunita Devi M. Bhavnani Action Adventure
Jayant Desai,Rose, Prithviraj Kapoor, SitaraDevi,Social,aaj ka hindustan,Rose  Prithviraj Kapoor  SitaraDevi Jayant Desai Social
G.P. Pawar,Trilok Kapoor, Ashalata, Jeevan,Social,aaj ki duniya,Trilok Kapoor  Ashalata  Jeevan G.P. Pawar Social
Munshi Dil Lucknowi,Jehanara Kajjan, Khalil, Premlata,Social,abla ki shakti,Jehanara Kajjan  Khalil  Premlata Munshi Dil Lucknowi Social
Chandulal Shah,Gohar Mamajiwala, Motilal, Vasanti,Drama Music,achhut,Gohar Mamajiwala  Motilal  Vasanti Chandulal Shah Drama Music
Kikubhai Desai,Moti, Mallika Pukhraj, Sardar Mansur,Action,aflatoon aurat,Moti  Mallika Pukhraj  Sardar Mansur Kikubhai Desai Action
Bhalji Pendharkar,Nandrekar, Leela, Raja Paranjpe,Devotional,alakh niranjan a.k.a. gorakhnath,Nandrekar  Leela  Raja Paranjpe Bhalji Pendharkar Devotional
A. M. Khan,Benjamin, Jani Babu, Shanta Kashmiri,Horror,anarbala,Benjamin  Jani Babu  Shanta Kashmiri A. M. Khan Horror
Gunjal,Shobhana Samarth, Nazir, Jayant,Social,apni nagariya,Shobhana Samarth  Nazir  Jayant Gunjal Social
N.R. Acharya,Leela Chitnis, Ashok Kumar, Hansa Wadkar,Drama Thriller,azad,Leela Chitnis  Ashok Kumar  Hansa Wadkar N.R. Acharya Drama Thriller
Dinshaw Billimoria,Mallika Pukhraj, D. Billimoria, W. M. Khan,Social,azadi-e-watan,Mallika Pukhraj  D. Billimoria  W. M. Khan Dinshaw Billimoria Social
"R.S. Junnarkar, Mubarak",Kishore Sahu, Rose, Anuradha,Family,bahurani a.k.a. daughter-in-law,"Kishore Sahu  Rose  Anuradha R.S. Junnarkar, Mubarak Family"
A. M. Khan,Zohra Sehgal, Umakant, Ameena,Costume,bholi lutaran,Zohra Sehgal  Umakant  Ameena A. M. Khan Costume
K. Amarnath,Nazir, Lalita Pawar, Yasmin,Action,captain kishori,Nazir  Lalita Pawar  Yasmin K. Amarnath Action
"Gunjal, B. Marzban",Padma Devi, Rafiq Ghaznavi, Lakshmi,Action,chalti duniya,"Padma Devi  Rafiq Ghaznavi  Lakshmi Gunjal, B. Marzban Action"
Ramchandra Thakur,Snehprabha Pradhan, Harish, Arun Kumar,Social,civil marriage,Snehprabha Pradhan  Harish  Arun Kumar Ramchandra Thakur Social
Nanubhai Vakil,Anil Kumar, Sarojini, Bibijan,Fantasy,deepak mahal,Anil Kumar  Sarojini  Bibijan Nanubhai Vakil Fantasy
A. H. Essa,Wazir Mohammed Khan, Harishchandra, Ashalata,Social,desh bhakta,Wazir Mohammed Khan  Harishchandra  Ashalata A. H. Essa Social
Jagatrai Pesumal Advani,Khursheed, Yusuf Effendi, Shyam Sunder,Social,dharma bandhan,Khursheed  Yusuf Effendi  Shyam Sunder Jagatrai Pesumal Advani Social
Homi Wadia,Fearless Nadia, John Cawas, Radha Rani,Adventure Action Comedy,diamond queen,Fearless Nadia  John Cawas  Radha Rani Homi Wadia Adventure Action Comedy
Jayant Desai,Motilal, Madhuri, Ishwarlal,Social,divali,Motilal  Madhuri  Ishwarlal Jayant Desai Social
Harnam Singh Rawail,Pushpa Rani, Sunder, Ghulam Mohammed,Action,dorangia daku,Pushpa Rani  Sunder  Ghulam Mohammed Harnam Singh Rawail Action
Parshwanath Yeshwant Altekar,Chandra Mohan, Durga Khote, Anant Marathe,Social,geeta,Chandra Mohan  Durga Khote  Anant Marathe Parshwanath Yeshwant Altekar Social
Master Vinayak,Master Vinayak, Meenakshi, Leela Chitnis,Family Drama,ghar ki rani,Master Vinayak  Meenakshi  Leela Chitnis Master Vinayak Family Drama
Nanubhai Vakil,Sarojini, Anil Kumar, Indurani,unknown,hatimtai ki beti,Sarojini  Anil Kumar  Indurani Nanubhai Vakil unknown
"Homi Wadia, Ramji Arya",Radharani, Sardar Mansur, Boman Shroff,Action,hind ka lal,"Radharani  Sardar Mansur  Boman Shroff Homi Wadia, Ramji Arya Action"
Nanubhai Vakil,Master Vithal, Kokila, Rajkumari,Fantasy,jadui kangan,Master Vithal  Kokila  Rajkumari Nanubhai Vakil Fantasy
B. Apte,Rajkumari, Yashwant Dave, Shamim,Fantasy,jadu nagri,Rajkumari  Yashwant Dave  Shamim B. Apte Fantasy
Chunilal Parikh,Master Vithal, Kokila, Sunita Devi,unknown,jagat mohini,Master Vithal  Kokila  Sunita Devi Chunilal Parikh unknown
Aspi Irani,Radharani, Benjamin, Sayani Atish,Action Social,jai swadesh,Radharani  Benjamin  Sayani Atish Aspi Irani Action Social
Mohan Dayaram Bhavnani,Trilok Kapoor, Bimla Kumari, Navin Yagnik,Social,jhuthi sharm,Trilok Kapoor  Bimla Kumari  Navin Yagnik Mohan Dayaram Bhavnani Social
Premankur Atorthy,Rattanbai, W. M. Khan, Ghulam Mohammed,Social,kalyani,Rattanbai  W. M. Khan  Ghulam Mohammed Premankur Atorthy Social
Modhu Bose,Sadhona Bose, Dhiraj Bhattacharya, Preeti Majumdar,Costume Drama,kumkum the dancer,Sadhona Bose  Dhiraj Bhattacharya  Preeti Majumdar Modhu Bose Costume Drama
V. M. Vyas,Kalyani Ds, Ashiq Hussain, Shamim,Social,kanyadan,Kalyani Ds  Ashiq Hussain  Shamim V. M. Vyas Social
Gajanan Jagirdar,Navin Yagnik, Naseem, Maya Devi,Social,main hari,Navin Yagnik  Naseem  Maya Devi Gajanan Jagirdar Social
"Babu Rao Pokal, R, Varde",Satyarani, Devaskar, Sunita Devi,Fantasy,madari mohan,"Satyarani  Devaskar  Sunita Devi Babu Rao Pokal, R, Varde Fantasy"
Prafulla Roy,Husn Banu, Nissar, Sultana Banu,Devotional,matwali mira,Husn Banu  Nissar  Sultana Banu Prafulla Roy Devotional
Debaki Bose,Leela Desai, Najmul Hussain, Wasti,Drama Music Romance,nartaki,Leela Desai  Najmul Hussain  Wasti Debaki Bose Drama Music Romance
V.M. Vyas,Lalita Pawar, E. Billimoria, Shamim,Costume,nirali duniya,Lalita Pawar  E. Billimoria  Shamim V.M. Vyas Costume
Abdul Rashid Kardar,Madhuri, Prithviraj Kapoor, Yakub,Social Drama,pagal,Madhuri  Prithviraj Kapoor  Yakub Abdul Rashid Kardar Social Drama
Rustom Modi,Firoz Dastur, Ghulam Mohammed, Menaka,Costume Drama,pak daman,Firoz Dastur  Ghulam Mohammed  Menaka Rustom Modi Costume Drama
Mohan Dayaram Bhavnani,Husn Banu, Nagendra, Bimla Kumari,Social,prem nagar,Husn Banu  Nagendra  Bimla Kumari Mohan Dayaram Bhavnani Social
Najam Naqvi,Kishore Sahu, Snehprabha Pradhan, Anjali Devi,Social,punar milan,Kishore Sahu  Snehprabha Pradhan  Anjali Devi Najam Naqvi Social
Dhirubhai Desai,Mehar Sultana, Samson, Rajkumri,Drama Comedy Romance,pyaar,Mehar Sultana  Samson  Rajkumri Dhirubhai Desai Drama Comedy Romance
S.M. Yusuf,Agha, Mehar Sultana, Harishchandra Rao,Social,rangila jawan,Agha  Mehar Sultana  Harishchandra Rao S.M. Yusuf Social
"Dhirubhai Desai, Chunilal Parekh",Rajkumari, Prakash, Samson,Action,rani sahiba,"Rajkumari  Prakash  Samson Dhirubhai Desai, Chunilal Parekh Action"
G.P. Pawar,Moti, Vasant, Sofia,Social Family Drama,reshmi sari,Moti  Vasant  Sofia G.P. Pawar Social Family Drama
"Vishnupant Govind Damle, Sheikh Fattelal",Shahu Modak, Sumati Gupte, Datta Dharmadhikari,Drama,sant dnyaneshwar,"Shahu Modak  Sumati Gupte  Datta Dharmadhikari Vishnupant Govind Damle, Sheikh Fattelal Drama"
Nazir,Yasmin, Nazir, Ashiq Hussain,Comedy Drama Family,sandesha,Yasmin  Nazir  Ashiq Hussain Nazir Comedy Drama Family
Chimanlal Luhar,Prem Adib, Shobhana Samarth, Snehprabha Pradhan,Social,saubhagya,Prem Adib  Shobhana Samarth  Snehprabha Pradhan Chimanlal Luhar Social
Jagatrai Pesumal Advani,E. Bilimoria, Pratima Devi, Bibbo,Romance Drama,sneh bandhan,E. Bilimoria  Pratima Devi  Bibbo Jagatrai Pesumal Advani Romance Drama
Balwant Bhatt,Mazhar Khan, Kumar, Bibbo,Social Family Drama,suhag,Mazhar Khan  Kumar  Bibbo Balwant Bhatt Social Family Drama
K. Amarnath,Yakub, Indurani, Vatsala Kumtekar,"Action, Fantasy",tatar ka chor,"Yakub  Indurani  Vatsala Kumtekar K. Amarnath Action, Fantasy"
Varma,Mubarak, Ulhas, Gauhar Jr.,Mythology,usha haran,Mubarak  Ulhas  Gauhar Jr. Varma Mythology
K. M. Multani,E. Tarapore, Sheela, Gajanan Jagirdar,Social,vasiyat,E. Tarapore  Sheela  Gajanan Jagirdar K. M. Multani Social
K. M. Multani,Manjula, W. M. Khan, Rajkumari,Drama Thriller,virginia,Manjula  W. M. Khan  Rajkumari K. M. Multani Drama Thriller
Rafiq Rizvi,Violet Cooper, Satish, Kokila,Social,wayda,Violet Cooper  Satish  Kokila Rafiq Rizvi Social
N. Bulchandani,Sushila, Akhtar Nawaz, Shyam Sunder,Social,yaad rahe,Sushila  Akhtar Nawaz  Shyam Sunder N. Bulchandani Social
"Chimankant Gandhi, Lalit Mehta",Sardar Akhtar, Amar, Husn Banu,Social,aasra,"Sardar Akhtar  Amar  Husn Banu Chimankant Gandhi, Lalit Mehta Social"
R.N. Vaidya,Chandrika, Sheila Haldar, Ghulam Mohammed,Drama,abla,Chandrika  Sheila Haldar  Ghulam Mohammed R.N. Vaidya Drama
A. M. Khan,Jayant, Ameena, Zahur,Costume Fantasy,allaudin laila,Jayant  Ameena  Zahur A. M. Khan Costume Fantasy
Mehboob Khan,Sheikh Mukhtar, Nalini Jaywant, Harish,Family Drama,bahen,Sheikh Mukhtar  Nalini Jaywant  Harish Mehboob Khan Family Drama
Sarvottam Badami,Shobhana Samarth, Sabita Devi, E. Bilimoria,Comedy,bambai ki sair a.k.a. holiday in bombay,Shobhana Samarth  Sabita Devi  E. Bilimoria Sarvottam Badami Comedy
Homi Wadia,Fearless Nadia, John Cawas, Sardar Mansoor,Action,bombaiwali (bambaiwali),Fearless Nadia  John Cawas  Sardar Mansoor Homi Wadia Action
K. Amarnath,Yakub, Jayant, Indurani,unknown,bulbule baghdad,Yakub  Jayant  Indurani K. Amarnath unknown
Niranjan Bhardawaj,Pran, Noor Jehan, Ghulam Mohammed,Action,chaudhry,Pran  Noor Jehan  Ghulam Mohammed Niranjan Bhardawaj Action
Kidar Nath Sharma,Mehtab, Nandrekar, Monica Desai,History,chitralekha,Mehtab  Nandrekar  Monica Desai Kidar Nath Sharma History
Balwant Bhatt,Moti, Jal Merchant, Agha,Action,circus ki sundari,Moti  Jal Merchant  Agha Balwant Bhatt Action
A. H. Essa,Shobhana Samarth, Yakub, Balwant Singh,Social,darpan,Shobhana Samarth  Yakub  Balwant Singh A. H. Essa Social
Chimanlal Luhar,Prem Adib, Jyoti, Kaushalya,Documentary,darshan,Prem Adib  Jyoti  Kaushalya Chimanlal Luhar Documentary
Charlie,Charlie, Husn Banu, E. Billimoria,Comedy,dhandora,Charlie  Husn Banu  E. Billimoria Charlie Comedy
Subodh Mitra,Pankaj Mullick, Bharati Devi Ahindra Choudhury, Jyoti Prakash,Action Adventure Fantasy Science Fiction,doctor,Pankaj Mullick  Bharati Devi Ahindra Choudhury  Jyoti Prakash Subodh Mitra Action Adventure Fantasy Science Fiction
Jyotish Mukherji,Hashmat, C. M. Hussain, Kamla Jharia,Social,garib ki ladki,Hashmat  C. M. Hussain  Kamla Jharia Jyotish Mukherji Social
Jani Babu,Anil Kumar, Lily, Jani Babu,Action Social,hamara desh,Anil Kumar  Lily  Jani Babu Jani Babu Action Social
Nanubhai Vakil,Sarojini, Shiraz, Baburao Pehalwan,"Fantasy, Science Fiction",jadui bandhan,"Sarojini  Shiraz  Baburao Pehalwan Nanubhai Vakil Fantasy, Science Fiction"
Saki,Shakuntala Ameer Hussein, Inamdar, Roshanara,Social,jawani ka rang,Shakuntala Ameer Hussein  Inamdar  Roshanara Saki Social
Manibhai Vyas,Leela Chitnis, Vimala Vasishta, Arun Kumar,Action Drama,kanchan,Leela Chitnis  Vimala Vasishta  Arun Kumar Manibhai Vyas Action Drama
J. K. Nanda,Jagdish Sethi, Radharani, Jeevan,Comedy Drama,kurmai,Jagdish Sethi  Radharani  Jeevan J. K. Nanda Comedy Drama
S.M. Yusuf,Husn Banu, Gope, W. M. Khan,Action,laheri jeewan,Husn Banu  Gope  W. M. Khan S.M. Yusuf Action
Balwant Bhatt,Kumar, Maya Bannerji, Badri Prasad,Social,madhusudhan,Kumar  Maya Bannerji  Badri Prasad Balwant Bhatt Social
"Mahendra Thakore, P. Jairaj",Rose, P. Jairaj, Jayant,Crime Drama Romance Thriller Mystery,mala,"Rose  P. Jairaj  Jayant Mahendra Thakore, P. Jairaj Crime Drama Romance Thriller Mystery"
T. S. Mani,Moti, Mazhar Khan, Shankar Vazare,Action,mere raja,Moti  Mazhar Khan  Shankar Vazare T. S. Mani Action
Ahmed H. Essa,Jayant, Urmila, Rajkumari,Social,mere sajan,Jayant  Urmila  Rajkumari Ahmed H. Essa Social
"Harbanslal, R. D. Rajput",Ramesh, Kokila, Mirajkar,Social,meri khwahish,"Ramesh  Kokila  Mirajkar Harbanslal, R. D. Rajput Social"
A. M. Khan,Benjamin, Kalyani, Ameena,Action,muslim ka lal,Benjamin  Kalyani  Ameena A. M. Khan Action
"Chimankant Gandhi, L. Mehta",Sardar Akhtar, Harish, Husn Banu,Social,nai roshni,"Sardar Akhtar  Harish  Husn Banu Chimankant Gandhi, L. Mehta Social"
V. Shantaram,Mazhar Khan, Gajanan Jagirdar, Anees Khatoon,Social Drama,padosi,Mazhar Khan  Gajanan Jagirdar  Anees Khatoon V. Shantaram Social Drama
Vishnu Vyas,P. Jairaj, Khurshid, David,Social,prabhat,P. Jairaj  Khurshid  David Vishnu Vyas Social
Ram Daryani,Ishwarlal, Snehprabha Pradhan, Gope,Drama Romance,pyaas,Ishwarlal  Snehprabha Pradhan  Gope Ram Daryani Drama Romance
V. C. Desai,Harish, Nalini Jaywant, Jyoti,Comedy Romance,radhika,Harish  Nalini Jaywant  Jyoti V. C. Desai Comedy Romance
Modhu Bose,Sadhana Bose, Prithviraj Kapoor, Protima Das Gupta,Costume Dance,raj nartaki a.k.a. the court dancer,Sadhana Bose  Prithviraj Kapoor  Protima Das Gupta Modhu Bose Costume Dance
Nari Ghadiali,Benjamin, Urmila, Agha,Action,red signal,Benjamin  Urmila  Agha Nari Ghadiali Action
Nari Ghadiali,Radharani, Agha, Navin Yagnik,Action,safed sawar,Radharani  Agha  Navin Yagnik Nari Ghadiali Action
Dwarka Khosla,Husn Banu, Jagdish Sethi, Urmila,Social,sajjan,Husn Banu  Jagdish Sethi  Urmila Dwarka Khosla Social
